order_item_id,order_id,item_id,quantity
73931,36921,3,2
73932,36922,4,3
73933,36922,10,1
73934,36923,17,2
73935,36923,1,2
73936,36924,3,3
73937,36924,6,1
73938,36924,9,3
73939,36925,12,1
73940,36925,5,1
73941,36926,12,1
73942,36926,7,2
73943,36927,7,1
73944,36927,1,1
73945,36927,15,1
73946,36928,18,2
73947,36929,11,3
73948,36930,5,3
73949,36930,14,1
73950,36931,11,1
73951,36932,8,2
73952,36932,20,2
73953,36932,7,2
73954,36933,14,2
73955,36934,20,3
73956,36934,15,3
73957,36935,3,1
73958,36935,2,1
73959,36936,15,3
73960,36937,15,3
73961,36937,19,3
73962,36938,1,1
73963,36938,13,3
73964,36938,20,1
73965,36939,19,3
73966,36939,11,3
73967,36940,7,3
73968,36940,17,1
73969,36941,1,2
73970,36941,18,2
73971,36942,10,3
73972,36943,1,1
73973,36943,6,1
73974,36943,16,1
73975,36944,19,2
73976,36944,13,2
73977,36945,2,3
73978,36945,10,3
73979,36946,9,3
73980,36946,10,1
73981,36947,19,3
73982,36948,7,2
73983,36948,17,3
73984,36948,3,3
73985,36949,5,2
73986,36950,2,2
73987,36950,16,2
73988,36951,6,1
73989,36952,11,1
73990,36952,9,2
73991,36953,6,1
73992,36953,20,3
73993,36954,2,3
73994,36954,7,1
73995,36954,17,2
73996,36955,13,3
73997,36955,6,3
73998,36956,15,2
73999,36957,5,1
74000,36957,10,1
74001,36957,18,1
74002,36958,20,3
74003,36959,19,3
74004,36959,3,3
74005,36959,10,1
74006,36960,19,1
74007,36960,3,1
74008,36961,3,3
74009,36962,18,1
74010,36963,9,3
74011,36963,20,3
74012,36963,11,3
74013,36964,20,3
74014,36964,12,2
74015,36965,18,1
74016,36966,12,2
74017,36966,16,2
74018,36966,14,2
74019,36967,4,1
74020,36968,2,1
74021,36968,12,2
74022,36969,12,2
74023,36970,13,3
74024,36970,15,2
74025,36971,12,1
74026,36971,1,2
74027,36972,18,3
74028,36972,16,2
74029,36972,7,2
74030,36973,11,3
74031,36974,4,3
74032,36974,9,3
74033,36974,1,1
74034,36975,13,1
74035,36976,2,3
74036,36976,10,2
74037,36977,13,1
74038,36977,11,2
74039,36978,20,1
74040,36979,17,1
74041,36980,8,1
74042,36980,20,3
74043,36981,20,1
74044,36982,7,1
74045,36983,6,1
74046,36983,12,2
74047,36984,13,1
74048,36984,10,1
74049,36985,19,3
74050,36985,11,3
74051,36986,16,1
74052,36986,20,2
74053,36987,2,3
74054,36987,8,1
74055,36988,14,2
74056,36988,5,2
74057,36989,9,1
74058,36989,3,1
74059,36989,16,1
74060,36990,3,3
74061,36990,4,3
74062,36991,6,3
74063,36991,20,1
74064,36991,7,3
74065,36992,13,1
74066,36992,1,3
74067,36992,5,2
74068,36993,5,3
74069,36993,14,2
74070,36993,10,3
74071,36994,20,2
74072,36995,19,2
74073,36996,2,2
74074,36997,1,1
74075,36998,4,2
74076,36998,5,1
74077,36999,16,1
74078,36999,15,2
74079,36999,20,3
74080,37000,7,1
74081,37001,9,3
74082,37001,3,1
74083,37002,16,1
74084,37002,20,3
74085,37002,5,1
74086,37003,3,1
74087,37003,15,2
74088,37003,16,2
74089,37004,1,2
74090,37004,12,3
74091,37005,6,1
74092,37005,3,2
74093,37005,12,1
74094,37006,15,2
74095,37006,16,3
74096,37007,18,2
74097,37007,7,3
74098,37008,16,2
74099,37009,20,2
74100,37009,1,1
74101,37009,14,2
74102,37010,10,2
74103,37011,1,3
74104,37011,10,2
74105,37012,15,3
74106,37013,17,3
74107,37013,5,1
74108,37014,17,1
74109,37014,12,2
74110,37015,11,3
74111,37015,10,2
74112,37016,8,3
74113,37016,4,1
74114,37017,1,3
74115,37017,14,3
74116,37018,18,1
74117,37018,17,3
74118,37019,10,2
74119,37020,9,3
74120,37020,1,3
74121,37020,12,2
74122,37021,12,1
74123,37021,3,3
74124,37021,18,2
74125,37022,1,2
74126,37023,15,3
74127,37023,10,1
74128,37024,11,1
74129,37024,12,1
74130,37025,4,2
74131,37025,13,3
74132,37025,14,3
74133,37026,5,2
74134,37027,20,1
74135,37027,7,2
74136,37028,11,2
74137,37029,4,2
74138,37029,1,2
74139,37030,12,3
74140,37030,13,2
74141,37031,12,1
74142,37031,6,3
74143,37031,8,3
74144,37032,11,3
74145,37032,15,2
74146,37032,10,3
74147,37033,8,1
74148,37034,17,1
74149,37034,2,2
74150,37034,12,3
74151,37035,14,2
74152,37035,10,2
74153,37036,1,3
74154,37037,11,3
74155,37037,19,2
74156,37038,16,1
74157,37038,20,1
74158,37039,6,1
74159,37039,11,2
74160,37039,8,2
74161,37040,8,1
74162,37041,16,1
74163,37041,6,2
74164,37041,4,2
74165,37042,10,1
74166,37042,11,2
74167,37042,3,1
74168,37043,20,1
74169,37043,18,2
74170,37043,1,1
74171,37044,2,1
74172,37044,17,3
74173,37045,6,2
74174,37046,9,1
74175,37046,17,3
74176,37046,14,2
74177,37047,14,2
74178,37047,11,3
74179,37047,20,2
74180,37048,12,1
74181,37048,10,2
74182,37048,17,3
74183,37049,10,2
74184,37049,6,2
74185,37050,5,3
74186,37050,18,2
74187,37051,2,2
74188,37052,19,2
74189,37052,11,1
74190,37053,14,3
74191,37053,6,1
74192,37054,1,3
74193,37055,12,1
74194,37055,5,3
74195,37056,14,3
74196,37056,2,2
74197,37056,20,3
74198,37057,17,3
74199,37058,14,2
74200,37058,15,1
74201,37058,18,1
74202,37059,3,3
74203,37060,4,1
74204,37060,19,1
74205,37061,3,1
74206,37061,19,1
74207,37061,5,3
74208,37062,10,1
74209,37063,19,1
74210,37063,17,1
74211,37064,12,3
74212,37064,18,3
74213,37065,10,1
74214,37065,17,2
74215,37065,6,2
74216,37066,4,3
74217,37067,4,3
74218,37068,4,3
74219,37068,17,3
74220,37069,5,3
74221,37069,7,3
74222,37070,12,3
74223,37071,19,3
74224,37072,9,2
74225,37072,7,3
74226,37072,1,2
74227,37073,20,3
74228,37073,5,1
74229,37073,19,1
74230,37074,14,3
74231,37074,15,3
74232,37075,19,2
74233,37076,18,1
74234,37076,12,1
74235,37077,5,3
74236,37078,1,3
74237,37078,18,1
74238,37078,11,3
74239,37079,9,1
74240,37079,10,1
74241,37080,16,2
74242,37080,4,2
74243,37081,1,2
74244,37081,16,2
74245,37081,2,3
74246,37082,13,3
74247,37082,12,3
74248,37083,13,3
74249,37084,12,2
74250,37084,5,2
74251,37084,7,1
74252,37085,15,3
74253,37085,13,2
74254,37086,3,3
74255,37087,7,2
74256,37087,14,1
74257,37087,10,1
74258,37088,10,2
74259,37088,1,2
74260,37089,9,1
74261,37089,19,3
74262,37089,20,3
74263,37090,19,3
74264,37091,5,2
74265,37092,17,2
74266,37092,5,3
74267,37093,7,1
74268,37093,11,2
74269,37093,1,3
74270,37094,7,3
74271,37094,13,3
74272,37094,6,3
74273,37095,3,2
74274,37096,14,2
74275,37096,9,3
74276,37096,18,2
74277,37097,20,1
74278,37097,18,3
74279,37097,9,3
74280,37098,2,3
74281,37098,8,3
74282,37099,3,1
74283,37100,11,3
74284,37100,8,3
74285,37101,3,3
74286,37101,19,3
74287,37102,2,3
74288,37103,16,3
74289,37103,13,1
74290,37104,14,3
74291,37104,15,2
74292,37105,16,2
74293,37105,4,1
74294,37105,3,3
74295,37106,13,1
74296,37107,6,2
74297,37108,17,2
74298,37108,6,1
74299,37109,15,1
74300,37109,16,1
74301,37109,7,2
74302,37110,10,3
74303,37110,4,3
74304,37110,16,2
74305,37111,12,3
74306,37111,16,3
74307,37111,11,1
74308,37112,4,2
74309,37112,5,2
74310,37112,15,2
74311,37113,10,1
74312,37113,1,2
74313,37114,9,1
74314,37114,17,2
74315,37115,3,2
74316,37115,4,3
74317,37115,12,1
74318,37116,18,3
74319,37116,20,3
74320,37116,11,1
74321,37117,7,3
74322,37118,11,2
74323,37118,13,3
74324,37119,1,1
74325,37120,5,1
74326,37121,8,1
74327,37121,14,3
74328,37121,4,3
74329,37122,18,3
74330,37122,13,2
74331,37123,6,1
74332,37123,16,2
74333,37124,15,3
74334,37124,20,3
74335,37125,14,1
74336,37125,15,1
74337,37126,1,2
74338,37127,17,2
74339,37127,3,3
74340,37127,16,3
74341,37128,17,3
74342,37129,19,2
74343,37129,6,3
74344,37130,10,3
74345,37130,14,3
74346,37130,17,3
74347,37131,3,1
74348,37131,9,3
74349,37131,18,1
74350,37132,12,3
74351,37133,12,1
74352,37134,8,1
74353,37134,17,2
74354,37135,9,1
74355,37135,5,3
74356,37135,16,1
74357,37136,12,3
74358,37137,11,1
74359,37138,8,2
74360,37139,5,3
74361,37139,18,2
74362,37139,11,2
74363,37140,15,1
74364,37140,9,3
74365,37140,20,2
74366,37141,9,1
74367,37141,13,2
74368,37142,4,1
74369,37142,12,2
74370,37143,7,1
74371,37143,6,1
74372,37144,5,3
74373,37144,7,3
74374,37144,9,2
74375,37145,11,3
74376,37146,2,1
74377,37146,11,2
74378,37146,18,1
74379,37147,6,2
74380,37148,15,2
74381,37148,8,2
74382,37149,4,2
74383,37149,11,1
74384,37150,1,2
74385,37151,2,3
74386,37151,16,3
74387,37151,11,3
74388,37152,16,3
74389,37152,1,1
74390,37153,16,3
74391,37154,6,1
74392,37154,18,1
74393,37154,8,3
74394,37155,10,3
74395,37155,13,3
74396,37156,10,2
74397,37156,11,3
74398,37157,7,3
74399,37158,6,1
74400,37158,5,3
74401,37159,10,1
74402,37160,8,3
74403,37160,13,1
74404,37160,4,1
74405,37161,18,2
74406,37161,9,1
74407,37161,13,2
74408,37162,8,1
74409,37162,13,3
74410,37162,17,3
74411,37163,10,3
74412,37163,3,1
74413,37164,3,2
74414,37164,4,3
74415,37165,12,2
74416,37165,11,2
74417,37165,20,2
74418,37166,12,3
74419,37166,9,3
74420,37166,4,2
74421,37167,13,2
74422,37168,17,3
74423,37168,7,1
74424,37168,15,1
74425,37169,1,3
74426,37170,7,1
74427,37170,4,2
74428,37170,1,1
74429,37171,13,3
74430,37172,9,2
74431,37172,7,1
74432,37172,11,2
74433,37173,3,2
74434,37173,9,2
74435,37174,1,2
74436,37174,15,1
74437,37174,6,3
74438,37175,5,3
74439,37175,2,1
74440,37175,7,2
74441,37176,13,2
74442,37176,14,3
74443,37177,11,3
74444,37177,19,1
74445,37177,10,3
74446,37178,5,2
74447,37178,16,2
74448,37178,8,1
74449,37179,1,3
74450,37179,17,3
74451,37179,4,2
74452,37180,14,3
74453,37180,6,1
74454,37180,15,2
74455,37181,8,1
74456,37182,18,3
74457,37182,15,3
74458,37183,9,3
74459,37183,17,2
74460,37183,12,1
74461,37184,19,3
74462,37184,3,1
74463,37184,16,2
74464,37185,8,2
74465,37185,18,3
74466,37186,7,2
74467,37187,9,3
74468,37187,4,1
74469,37187,2,3
74470,37188,3,3
74471,37188,12,2
74472,37189,6,2
74473,37189,16,3
74474,37190,15,3
74475,37190,2,2
74476,37190,12,2
74477,37191,7,1
74478,37192,7,2
74479,37192,12,1
74480,37193,18,2
74481,37194,5,1
74482,37195,17,1
74483,37196,16,1
74484,37197,5,3
74485,37197,14,1
74486,37198,18,2
74487,37199,13,2
74488,37199,12,3
74489,37200,6,1
74490,37200,10,3
74491,37201,2,1
74492,37201,6,3
74493,37202,8,1
74494,37203,6,1
74495,37203,3,3
74496,37203,18,2
74497,37204,20,1
74498,37205,7,3
74499,37206,8,3
74500,37206,5,2
74501,37207,17,1
74502,37207,20,3
74503,37207,6,1
74504,37208,5,1
74505,37208,7,2
74506,37208,3,3
74507,37209,15,3
74508,37209,17,1
74509,37210,5,1
74510,37211,6,3
74511,37212,2,3
74512,37212,15,2
74513,37213,12,2
74514,37213,2,2
74515,37214,15,2
74516,37215,10,3
74517,37215,11,2
74518,37216,18,2
74519,37216,6,2
74520,37216,1,3
74521,37217,2,3
74522,37217,12,3
74523,37218,14,3
74524,37219,6,1
74525,37219,1,1
74526,37219,16,3
74527,37220,2,3
74528,37220,6,2
74529,37220,8,3
74530,37221,15,3
74531,37221,10,1
74532,37222,1,1
74533,37222,8,3
74534,37223,12,2
74535,37223,6,1
74536,37223,18,1
74537,37224,17,2
74538,37224,20,3
74539,37225,7,2
74540,37225,20,2
74541,37226,10,2
74542,37226,7,3
74543,37227,7,2
74544,37227,15,1
74545,37228,15,3
74546,37228,6,3
74547,37229,14,2
74548,37229,5,1
74549,37230,11,3
74550,37231,8,3
74551,37231,2,3
74552,37231,19,2
74553,37232,12,3
74554,37233,16,3
74555,37233,20,2
74556,37233,9,1
74557,37234,9,2
74558,37234,12,3
74559,37235,3,2
74560,37235,7,2
74561,37236,17,1
74562,37236,5,3
74563,37236,9,2
74564,37237,11,3
74565,37238,18,1
74566,37238,9,3
74567,37238,13,2
74568,37239,3,1
74569,37239,10,2
74570,37240,8,3
74571,37240,20,3
74572,37241,19,3
74573,37241,6,1
74574,37241,16,2
74575,37242,19,1
74576,37243,18,1
74577,37243,12,3
74578,37243,6,2
74579,37244,12,2
74580,37244,18,3
74581,37244,14,3
74582,37245,2,3
74583,37245,12,2
74584,37246,10,1
74585,37246,20,3
74586,37246,1,3
74587,37247,17,3
74588,37248,2,3
74589,37248,14,2
74590,37248,1,3
74591,37249,2,2
74592,37249,19,2
74593,37250,5,2
74594,37251,6,1
74595,37252,14,3
74596,37253,4,1
74597,37253,11,1
74598,37253,19,3
74599,37254,15,3
74600,37255,11,2
74601,37255,19,1
74602,37255,7,2
74603,37256,11,3
74604,37256,12,3
74605,37257,10,1
74606,37257,8,1
74607,37257,1,1
74608,37258,6,2
74609,37258,10,1
74610,37258,3,1
74611,37259,3,3
74612,37260,9,1
74613,37260,20,2
74614,37261,10,3
74615,37261,3,2
74616,37261,12,3
74617,37262,18,2
74618,37263,3,2
74619,37264,15,3
74620,37264,2,3
74621,37264,14,1
74622,37265,17,2
74623,37265,10,3
74624,37265,8,1
74625,37266,1,2
74626,37266,10,2
74627,37267,20,2
74628,37268,20,2
74629,37268,13,2
74630,37269,1,3
74631,37269,2,1
74632,37270,12,2
74633,37271,7,2
74634,37271,13,3
74635,37272,6,1
74636,37272,9,1
74637,37272,4,2
74638,37273,6,3
74639,37273,15,1
74640,37273,7,2
74641,37274,4,1
74642,37274,9,3
74643,37275,14,3
74644,37276,13,1
74645,37277,1,3
74646,37278,13,3
74647,37278,3,1
74648,37279,15,3
74649,37279,18,2
74650,37280,3,1
74651,37281,4,3
74652,37281,2,1
74653,37281,7,3
74654,37282,3,1
74655,37282,20,1
74656,37282,9,1
74657,37283,6,1
74658,37283,13,3
74659,37284,1,1
74660,37284,11,3
74661,37284,12,1
74662,37285,5,3
74663,37285,20,2
74664,37285,7,1
74665,37286,10,1
74666,37287,9,1
74667,37287,2,3
74668,37288,17,1
74669,37288,1,3
74670,37289,15,1
74671,37290,18,3
74672,37290,7,1
74673,37291,4,2
74674,37291,16,1
74675,37292,14,3
74676,37293,12,1
74677,37294,4,3
74678,37295,18,3
74679,37295,5,3
74680,37296,15,2
74681,37296,10,1
74682,37297,6,1
74683,37297,10,3
74684,37298,19,2
74685,37298,14,3
74686,37298,8,1
74687,37299,5,1
74688,37300,10,3
74689,37300,4,1
74690,37300,6,3
74691,37301,4,3
74692,37301,2,3
74693,37301,17,3
74694,37302,18,2
74695,37302,7,3
74696,37303,2,3
74697,37303,18,2
74698,37303,19,3
74699,37304,19,1
74700,37304,4,1
74701,37304,1,2
74702,37305,4,1
74703,37305,11,1
74704,37305,12,1
74705,37306,18,3
74706,37306,5,3
74707,37307,12,3
74708,37307,19,2
74709,37307,11,2
74710,37308,14,2
74711,37308,12,3
74712,37308,18,2
74713,37309,18,1
74714,37309,12,2
74715,37309,17,1
74716,37310,18,3
74717,37311,17,1
74718,37311,11,1
74719,37311,6,1
74720,37312,18,3
74721,37312,10,2
74722,37313,11,2
74723,37313,7,2
74724,37314,20,1
74725,37314,16,1
74726,37314,4,3
74727,37315,4,1
74728,37316,11,1
74729,37317,11,2
74730,37317,18,3
74731,37318,13,3
74732,37318,8,3
74733,37318,5,1
74734,37319,19,1
74735,37319,17,3
74736,37320,13,3
74737,37320,18,2
74738,37321,17,3
74739,37321,20,2
74740,37322,2,1
74741,37322,20,1
74742,37323,9,1
74743,37323,17,1
74744,37324,14,1
74745,37324,16,1
74746,37325,13,3
74747,37325,5,1
74748,37325,14,2
74749,37326,4,2
74750,37327,9,1
74751,37328,7,3
74752,37329,9,1
74753,37329,18,3
74754,37329,10,3
74755,37330,10,3
74756,37331,5,1
74757,37331,11,3
74758,37332,7,3
74759,37332,5,1
74760,37332,2,1
74761,37333,1,2
74762,37334,14,1
74763,37335,6,3
74764,37336,12,1
74765,37336,3,1
74766,37337,15,3
74767,37337,16,2
74768,37338,3,3
74769,37338,4,1
74770,37338,10,2
74771,37339,3,3
74772,37340,19,2
74773,37340,11,1
74774,37340,6,2
74775,37341,13,3
74776,37342,6,1
74777,37342,20,1
74778,37343,14,1
74779,37343,15,3
74780,37343,10,3
74781,37344,1,1
74782,37345,2,3
74783,37346,6,3
74784,37346,11,1
74785,37346,1,2
74786,37347,9,2
74787,37348,10,3
74788,37348,3,3
74789,37349,18,3
74790,37350,12,2
74791,37350,5,2
74792,37351,19,3
74793,37351,14,2
74794,37351,3,3
74795,37352,7,3
74796,37353,5,3
74797,37353,3,2
74798,37353,15,2
74799,37354,1,3
74800,37355,8,1
74801,37355,2,3
74802,37355,11,3
74803,37356,12,1
74804,37356,17,3
74805,37357,1,3
74806,37357,7,2
74807,37358,16,1
74808,37359,16,2
74809,37359,6,3
74810,37360,11,1
74811,37360,6,1
74812,37361,4,2
74813,37362,14,2
74814,37362,11,3
74815,37362,16,2
74816,37363,10,1
74817,37364,19,1
74818,37365,10,2
74819,37366,12,3
74820,37367,14,3
74821,37368,4,3
74822,37368,8,2
74823,37368,15,1
74824,37369,11,3
74825,37369,19,3
74826,37370,1,1
74827,37371,17,3
74828,37371,8,2
74829,37371,12,1
74830,37372,20,2
74831,37372,6,1
74832,37372,5,2
74833,37373,3,1
74834,37373,19,1
74835,37374,9,1
74836,37374,8,2
74837,37375,19,1
74838,37375,4,2
74839,37375,15,1
74840,37376,10,3
74841,37376,11,1
74842,37376,7,3
74843,37377,9,1
74844,37377,14,2
74845,37377,12,1
74846,37378,19,2
74847,37378,20,2
74848,37378,4,2
74849,37379,20,2
74850,37379,13,3
74851,37379,15,1
74852,37380,19,1
74853,37380,12,3
74854,37381,13,1
74855,37382,9,2
74856,37382,14,2
74857,37383,6,1
74858,37384,20,2
74859,37384,7,3
74860,37384,15,2
74861,37385,3,3
74862,37385,5,3
74863,37385,12,3
74864,37386,6,3
74865,37386,16,1
74866,37386,15,2
74867,37387,10,3
74868,37387,11,1
74869,37388,1,1
74870,37388,18,1
74871,37389,13,1
74872,37389,19,1
74873,37390,15,1
74874,37391,12,1
74875,37391,13,3
74876,37391,10,1
74877,37392,2,2
74878,37392,10,3
74879,37393,10,2
74880,37393,18,3
74881,37393,15,1
74882,37394,11,3
74883,37394,5,3
74884,37395,8,1
74885,37396,19,3
74886,37396,8,1
74887,37397,2,3
74888,37397,8,2
74889,37397,10,2
74890,37398,16,3
74891,37399,6,1
74892,37399,15,1
74893,37400,17,2
74894,37401,12,1
74895,37402,8,3
74896,37402,1,3
74897,37403,20,3
74898,37403,13,1
74899,37404,2,1
74900,37405,16,2
74901,37406,11,2
74902,37407,8,1
74903,37407,7,3
74904,37408,13,2
74905,37408,4,1
74906,37409,16,1
74907,37410,6,1
74908,37411,20,3
74909,37411,19,3
74910,37412,6,2
74911,37413,7,2
74912,37414,20,2
74913,37414,3,3
74914,37414,19,2
74915,37415,11,3
74916,37416,19,3
74917,37416,20,3
74918,37416,4,2
74919,37417,5,2
74920,37417,13,1
74921,37417,10,3
74922,37418,20,1
74923,37418,5,3
74924,37419,3,1
74925,37419,5,2
74926,37420,18,1
74927,37420,16,2
74928,37421,17,3
74929,37421,11,2
74930,37422,1,1
74931,37422,10,2
74932,37423,8,2
74933,37423,3,3
74934,37423,15,3
74935,37424,5,2
74936,37424,11,1
74937,37424,20,2
74938,37425,8,3
74939,37425,10,2
74940,37426,16,1
74941,37426,20,2
74942,37427,6,2
74943,37427,15,1
74944,37428,1,3
74945,37428,9,3
74946,37428,5,3
74947,37429,18,1
74948,37430,5,1
74949,37430,14,2
74950,37430,2,3
74951,37431,14,1
74952,37432,20,1
74953,37432,2,3
74954,37433,11,2
74955,37433,4,2
74956,37434,17,3
74957,37434,14,2
74958,37434,13,3
74959,37435,8,2
74960,37436,1,3
74961,37436,19,3
74962,37436,6,1
74963,37437,8,2
74964,37438,2,2
74965,37438,9,3
74966,37439,11,1
74967,37439,17,3
74968,37439,12,3
74969,37440,5,2
74970,37440,18,3
74971,37440,20,2
74972,37441,9,1
74973,37441,13,2
74974,37441,6,2
74975,37442,15,1
74976,37442,19,2
74977,37442,6,3
74978,37443,14,2
74979,37443,7,2
74980,37444,19,2
74981,37444,15,1
74982,37445,19,2
74983,37446,7,3
74984,37446,2,2
74985,37446,8,3
74986,37447,20,3
74987,37447,19,3
74988,37447,6,2
74989,37448,20,3
74990,37448,15,1
74991,37449,11,2
74992,37449,13,2
74993,37449,3,2
74994,37450,10,1
74995,37451,10,2
74996,37451,18,3
74997,37452,19,2
74998,37452,13,1
74999,37452,2,2
75000,37453,17,2
75001,37453,5,3
75002,37454,7,2
75003,37455,9,3
75004,37455,12,1
75005,37456,7,1
75006,37457,15,1
75007,37458,8,3
75008,37458,13,2
75009,37458,15,1
75010,37459,9,2
75011,37460,14,2
75012,37460,5,1
75013,37460,10,2
75014,37461,4,2
75015,37461,3,2
75016,37461,13,1
75017,37462,9,3
75018,37462,19,1
75019,37463,4,1
75020,37463,20,2
75021,37464,3,2
75022,37464,15,1
75023,37465,1,3
75024,37465,11,1
75025,37466,6,1
75026,37466,10,1
75027,37467,2,2
75028,37468,11,3
75029,37469,14,2
75030,37469,13,1
75031,37470,9,3
75032,37471,18,3
75033,37472,19,1
75034,37472,20,2
75035,37473,1,3
75036,37473,5,3
75037,37474,3,1
75038,37474,19,2
75039,37474,10,2
75040,37475,6,2
75041,37476,5,2
75042,37476,10,3
75043,37477,16,2
75044,37478,4,3
75045,37479,7,3
75046,37480,1,2
75047,37480,18,3
75048,37480,17,2
75049,37481,7,3
75050,37481,1,2
75051,37482,1,1
75052,37482,13,3
75053,37483,3,2
75054,37483,7,3
75055,37483,11,1
75056,37484,12,2
75057,37484,2,1
75058,37485,4,2
75059,37486,5,1
75060,37486,4,3
75061,37486,14,1
75062,37487,8,3
75063,37488,15,1
75064,37488,11,2
75065,37489,7,3
75066,37490,7,2
75067,37491,9,1
75068,37491,14,3
75069,37492,8,3
75070,37492,6,3
75071,37492,10,2
75072,37493,20,1
75073,37493,13,2
75074,37493,11,3
75075,37494,13,1
75076,37494,9,3
75077,37494,4,2
75078,37495,9,2
75079,37495,15,3
75080,37496,17,2
75081,37497,4,1
75082,37497,14,2
75083,37498,10,1
75084,37498,13,1
75085,37499,20,3
75086,37500,15,1
75087,37500,14,1
75088,37500,9,3
75089,37501,17,2
75090,37502,6,3
75091,37503,11,1
75092,37504,11,3
75093,37504,14,3
75094,37504,12,2
75095,37505,2,3
75096,37506,17,2
75097,37506,7,3
75098,37506,6,1
75099,37507,12,3
75100,37507,4,2
75101,37508,4,3
75102,37508,2,1
75103,37508,15,1
75104,37509,16,2
75105,37509,7,2
75106,37510,12,3
75107,37510,16,3
75108,37511,18,2
75109,37512,12,2
75110,37513,20,1
75111,37513,1,1
75112,37514,14,3
75113,37515,10,3
75114,37515,1,1
75115,37516,3,1
75116,37516,20,1
75117,37517,5,3
75118,37518,16,3
75119,37519,2,3
75120,37519,8,1
75121,37519,3,2
75122,37520,16,1
75123,37520,20,2
75124,37520,5,2
75125,37521,11,2
75126,37521,20,3
75127,37522,19,3
75128,37523,17,1
75129,37523,12,3
75130,37523,9,2
75131,37524,20,1
75132,37524,1,1
75133,37525,13,2
75134,37525,5,3
75135,37525,3,2
75136,37526,8,2
75137,37526,6,3
75138,37526,2,1
75139,37527,2,1
75140,37527,18,3
75141,37528,16,1
75142,37529,10,3
75143,37530,4,2
75144,37531,3,1
75145,37532,12,3
75146,37532,15,3
75147,37532,8,1
75148,37533,6,3
75149,37533,1,3
75150,37534,6,2
75151,37534,14,1
75152,37535,7,1
75153,37536,12,1
75154,37537,20,2
75155,37537,10,1
75156,37537,14,1
75157,37538,10,1
75158,37539,15,3
75159,37540,13,3
75160,37540,15,3
75161,37540,10,3
75162,37541,10,1
75163,37541,5,1
75164,37541,20,2
75165,37542,6,2
75166,37542,18,3
75167,37543,13,2
75168,37544,9,3
75169,37544,8,2
75170,37544,6,1
75171,37545,16,1
75172,37545,7,2
75173,37546,10,3
75174,37546,3,2
75175,37547,12,3
75176,37547,7,2
75177,37548,10,2
75178,37549,7,1
75179,37549,18,1
75180,37550,19,1
75181,37550,8,2
75182,37551,2,1
75183,37551,6,1
75184,37551,10,2
75185,37552,6,1
75186,37553,18,3
75187,37554,6,2
75188,37554,8,2
75189,37554,15,1
75190,37555,1,3
75191,37556,19,2
75192,37556,15,1
75193,37556,4,2
75194,37557,3,3
75195,37557,18,2
75196,37557,19,2
75197,37558,19,2
75198,37558,11,3
75199,37559,15,1
75200,37560,7,1
75201,37560,17,2
75202,37561,19,2
75203,37561,17,1
75204,37561,11,3
75205,37562,11,1
75206,37562,3,2
75207,37563,16,2
75208,37563,13,1
75209,37563,18,3
75210,37564,5,1
75211,37564,4,1
75212,37564,8,2
75213,37565,10,3
75214,37565,4,3
75215,37565,9,2
75216,37566,18,2
75217,37566,3,3
75218,37567,16,2
75219,37567,19,1
75220,37568,13,3
75221,37568,5,3
75222,37569,4,2
75223,37570,8,1
75224,37570,7,2
75225,37570,1,1
75226,37571,15,2
75227,37571,16,3
75228,37571,10,1
75229,37572,6,1
75230,37573,16,1
75231,37573,6,2
75232,37574,5,1
75233,37574,7,1
75234,37575,20,2
75235,37576,15,2
75236,37576,12,3
75237,37577,13,2
75238,37577,12,2
75239,37577,7,3
75240,37578,20,1
75241,37579,7,3
75242,37580,16,1
75243,37580,13,2
75244,37580,8,1
75245,37581,15,2
75246,37581,19,3
75247,37581,11,3
75248,37582,12,2
75249,37582,3,2
75250,37582,17,1
75251,37583,18,1
75252,37583,17,3
75253,37583,4,2
75254,37584,18,1
75255,37584,6,1
75256,37584,20,1
75257,37585,19,3
75258,37585,16,1
75259,37585,6,2
75260,37586,9,3
75261,37587,18,1
75262,37587,7,1
75263,37587,14,3
75264,37588,14,2
75265,37588,2,3
75266,37588,16,1
75267,37589,14,2
75268,37590,20,1
75269,37590,8,1
75270,37590,5,3
75271,37591,15,3
75272,37592,5,3
75273,37593,13,2
75274,37593,1,1
75275,37594,14,2
75276,37594,8,2
75277,37595,19,2
75278,37596,12,1
75279,37596,19,2
75280,37597,6,2
75281,37598,11,1
75282,37598,20,3
75283,37598,4,2
75284,37599,1,1
75285,37599,11,2
75286,37599,17,2
75287,37600,15,1
75288,37600,2,1
75289,37601,14,3
75290,37601,20,2
75291,37601,16,3
75292,37602,5,3
75293,37602,8,3
75294,37602,18,2
75295,37603,17,3
75296,37604,3,3
75297,37604,17,2
75298,37605,6,2
75299,37606,11,2
75300,37606,14,2
75301,37606,7,3
75302,37607,19,2
75303,37608,20,1
75304,37608,6,1
75305,37609,3,1
75306,37609,18,1
75307,37610,16,1
75308,37610,17,1
75309,37610,2,1
75310,37611,1,3
75311,37611,6,2
75312,37611,17,2
75313,37612,13,3
75314,37612,10,3
75315,37613,16,1
75316,37614,4,3
75317,37614,16,1
75318,37614,20,1
75319,37615,6,3
75320,37615,15,3
75321,37615,10,3
75322,37616,13,3
75323,37617,20,2
75324,37618,4,3
75325,37618,3,3
75326,37619,20,1
75327,37620,5,1
75328,37620,14,2
